,Month 1,Month 2,Month 3,Month 4,Month 5
1FNKOL114,7,31,6,48,29
1FNKOL130,2,42,15,40,43
1FNSUL43,5,46,19,87,95
1VW734501,6,14,13,56,47
3CRUPLK16,7,65,14,82,75
1CRHMHMU05,5,66,17,144,91
1FDSDR14,2,11,2,20,19
1FNJDP20,20,18,5,61,58
1FNJLR11,7,35,4,26,33
1FNALD50,5,39,7,41,89
1FNBOM80,5,15,10,30,33
1FNKOL112,2,37,3,42,36
1FNGKP14,6,46,11,52,72
1FNJAI124,5,9,7,39,9
1FNKAN177,2,44,18,45,58
1FNSRO01,3,25,12,12,16
1RDDMUM46,3,32,11,44,7
1RDWBAN01,7,53,7,40,90
1FDBOM288,5,12,1,0,0
1FDJMG25,14,96,11,54,47
1FNBNW11,3,43,6,32,26
1FNJUN17,3,42,9,21,27
1FNKOT41,1,22,6,32,58
1FNSNE04,5,30,15,52,60
1FDBOM277,6,22,9,52,59
1FNKMR02,31,4,7,16,33
1FDJAI67,7,0,0,32,34
1RDWBOM59,15,37,14,51,72
3CRGJJM01,1,0,2,77,70
1FDBOM350,5,25,0,0,0
1FDBOM405,9,51,12,0,0
1FNKOL200,1,23,11,12,27
1FNKOT20,5,15,0,9,23
1CRGJAN14,2,34,1,31,113
1FNKOL158,2,29,3,41,35
1FNPTP45,5,23,3,43,39
1CRRJJP16,6,57,10,61,87
1FDAJM48,1,36,7,55,49
1RDWLUC46,2,33,7,24,28
1FDKOL185,2,18,5,26,45
1FNFTP19,11,11,12,19,21
1FNJDP60,8,19,6,46,34
1CRRJPG02,8,42,8,55,84
1RDWLUC23,4,48,9,6,16
1FNJAI66,6,31,3,21,27
1FNBHR02,7,42,1,12,40
1FWAHM191,5,21,4,0,0
1RDDMUM51,3,59,9,1,0
1FNFTP48,4,38,1,0,0
1FNBOM88,4,36,5,46,67
1FNKHD57,2,40,4,46,53
1FNUDP57,5,26,11,19,10
1RDNJAI11,4,28,7,24,38
1CRUPLK07,4,42,13,55,51
1RDDMUM31,2,22,4,54,54
1FNKOL198,3,39,2,27,19
1CRRJO11,2,62,14,77,74
1FNBIK06,3,27,1,33,6
1FDBNK18,13,0,0,0,0
2CRWBKL08,7,47,4,70,68
2CRMHMU85,4,50,19,40,72
1FNBOM92,4,29,8,30,34
1RDWAHM51,5,45,1,37,34
1FDAZM08,14,116,6,40,56
1FNJDP61,1,18,17,60,29
1FNBOM72,11,64,11,34,32
1FNTNK16,8,34,10,42,99
1RDWBOM14,1,40,11,69,57
3CRUPLK15,9,29,3,58,65
1CRHGJAH04,1,34,16,65,73
1CRMHMU01,11,112,17,62,59
1CRRJRS01,11,55,9,116,152
1DBA04021,4,22,6,43,56
1FDBNW28,4,36,6,34,33
1FDBOM209,8,15,6,25,9
1FDJLR07,9,10,4,40,28
1FNALD66,4,14,8,32,22
1FNDUN21,7,13,4,22,36
1FNJDP67,3,34,2,21,12
1FNKCC23,3,12,9,25,19
1FNKHD28,3,8,2,3,4
1FNKSH31,5,19,5,24,26
1FNPTP42,4,28,2,13,40
1FNSIK12,5,19,5,31,14
1RDDKAN05,14,51,8,44,49
1RDNAHM92,3,32,2,30,14
1RDWPLI02,2,45,11,39,43
1CRRJBM02,3,64,18,87,105
1FDBHL26,9,29,12,45,42
1FDBOM403,9,26,8,0,0
1FNABN22,8,46,2,39,28
1FNABN43,10,50,21,133,47
1FNAHM67,3,37,8,24,23
1FNBNW07,5,34,8,58,29
1FNJDP33,2,27,0,18,32
1FNKAN179,1,0,7,48,56
1FNMAU05,6,60,0,28,34
1FNMIR07,4,45,8,64,45
1RDDMUM13,5,38,23,41,29
1RDDMUM53,3,16,3,19,12
1RDNAHM19,6,19,4,40,30
1RDNBOM07,31,25,6,38,48
1RDNJMG08,3,10,6,35,45
1RDNKOT01,5,38,16,31,29
1CRGJKH10,4,44,3,75,46
1CRGJMS01,10,54,2,97,91
1CRHGJME01,4,58,9,73,47
1FDBIK35,2,45,12,69,47
1FDKOL125,2,15,0,53,39
1FDKOT32,7,48,8,57,51
1FNAHM87,3,13,2,12,8
1FNBIK55,5,17,5,19,14
1FNBIK51,4,12,3,20,54
1FNBNW01,12,50,18,30,47
1FNBOM89,7,15,4,26,36
1FNCHU08,9,36,19,25,44
1FNJAI60,1,6,1,13,5
1FNKOL104,3,22,5,25,42
1FNKOL232,4,23,4,22,20
1FNKOT15,3,26,3,53,28
1FNKOT06,8,31,7,52,40
1FNMEH41,3,10,5,21,24
1FNSUL06,4,37,14,42,49
1FNSUL11,1,19,13,53,64
1FNTNK12,7,14,44,139,18
1RDDMUM73,6,45,9,74,76
1RDNAHM37,2,20,1,37,51
1RDNCHU01,4,41,14,53,97
1RDNJMG05,4,9,7,21,25
1CRHKOGI02,4,42,5,45,70
1CRHUPVA14,4,39,2,85,74
1CRMHMU38,2,28,3,36,56
1CRRJCU04,2,36,7,46,68
1CRUPVA08,2,62,2,37,47
1FDBOM227,5,21,6,31,24
1FNAJM69,1,12,3,19,15
1FNDUN05,4,50,12,27,49
1FNIME01,2,37,11,29,25
1FNJAI93,9,11,9,29,10
1FNKHD11,7,32,1,13,11
1CRGJRJ12,2,52,7,54,40
1CRRJDA05,3,36,1,77,87
1CRRJJH05,4,63,9,63,103
1FDBOM378,4,22,5,49,39
1FDJAI85,3,73,8,36,35
1FDJDP49,14,43,4,38,81
1FNALD49,8,15,10,57,72
1FNARV01,4,13,6,20,9
1FNBHR08,9,34,11,33,42
1FNBNW08,5,6,4,70,26
1FNGGN09,5,23,6,24,17
1FNJAI50,4,20,2,13,16
1FNKAN48,4,38,7,36,41
1FNKOL233,2,23,4,15,17
1FNWOK01,11,49,9,39,30
1RDDFZB02,23,58,14,86,44
1RDDLUC17,1,27,20,77,53
1RDNJAI02,3,25,6,31,31
1CRMHTH46,4,25,4,61,71
1CRRJAJ08,7,28,12,120,47
1FDBOM123,4,4,4,15,17
1FDBOM139,16,32,10,74,0
1FDBOM203,5,5,0,0,0
1FDCHU17,5,10,1,0,0
1FDJMG32,9,17,3,38,18
1FDJMG36,3,35,8,51,42
1FDKAN167,16,74,27,105,74
1FDVAR74,7,52,11,32,44
1FNABN23,1,19,12,47,44
1FNALD96,10,56,6,39,54
1FNBHA02,4,26,4,0,12
1FNBND26,1,14,7,26,26
1FNJDP21,8,22,2,8,24
1FNKAN121,1,25,6,26,43
1FNKUT03,3,26,3,16,17
1FNPTP30,4,24,5,12,35
1FNUDP19,7,46,1,14,26
1RDDMUM04,12,45,17,95,92
1RDNKAL01,2,11,7,27,31
1CRMHMU09,15,43,5,67,132
1CRMHTH27,10,75,23,64,17
1FNHAN04,5,42,8,21,15
1FNJDP31,6,30,7,20,42
1FNJDP16,13,42,2,17,34
1FNKHD35,14,13,4,21,39
1FNKOT39,2,22,9,3,20
1FNKOT56,1,25,7,20,27
1FNRAJ25,2,5,2,33,23
1FNSUL09,9,22,7,88,90
1RDDKAN03,5,29,5,39,39
1RDNKOL41,28,78,1,27,4
1RDNKOL39,8,48,18,38,54
1RDNNDW01,14,30,7,40,76
1RDWBBM01,7,36,9,55,60
1CRMHMU54,4,5,15,35,0
1CRRJJP28,1,55,9,49,41
1FDABN41,3,53,16,50,62
1FDBOM306,7,18,6,33,17
1FDKAN157,9,97,19,86,37
1FNAHM02,2,25,1,6,20
1FNBHR05,6,40,0,33,30
1FNHAO08,11,5,0,16,8
1FNKMR13,3,9,6,21,46
1FNPTP27,2,25,1,12,29
1FNSUL46,4,18,3,39,15
1FNUDP31,5,32,10,43,41
1FNUDP20,7,14,11,15,38
1RDDMUM12,8,93,15,41,49
1RDNJDP05,3,19,0,5,25
1CRHUPVA13,1,27,22,105,67
1CRRJCU05,2,52,8,116,59
1CRRJJO05,1,47,12,66,74
1CRRJJP17,1,32,2,33,51
1FDBOM352,4,30,9,58,51
1FDBOM388,16,84,19,89,111
1FDWTP003,5,34,7,28,20
1FNAHM107,5,19,4,21,16
1FNBDN12,11,25,9,37,26
1FNBHR04,20,93,7,0,15
1FNBOM99,7,16,7,27,14
1FNBRM05,8,20,4,33,16
1FNFTP45,3,25,4,13,7
1FNGKP07,6,24,3,28,23
1FNJAI62,5,27,7,34,41
1FNJDP71,6,8,2,6,9
1FNLUC67,4,36,3,25,13
1FNRBL15,9,34,9,42,32
1FNRSM06,13,29,7,48,16
1FNTRP02,9,52,3,20,42
1FNUDP39,1,26,3,9,11
1RDNBOM01,9,5,0,0,6
1RDNVAR17,5,32,6,56,54
1RDWVAR32,2,45,13,61,70
1CRGJAH25,12,57,28,145,108
1CRGJJM06,8,68,6,68,42
1CRMHMU510,6,40,4,53,54
1CRUPVA501,11,142,11,49,63
1FDKOL189,7,27,7,31,30
1FDKOT34,9,61,19,55,66
1FNAMT04,4,23,7,39,16
1FNBHT04,8,45,5,46,57
1FNBNW23,2,37,10,23,25
1FNKRI15,9,0,0,52,0
1FNLUC90,1,37,10,33,20
1RDDMUM16,8,50,8,29,51
1RDWALD22,8,48,9,71,103
1RDWBOM24,2,80,32,43,68
1RDWPTP05,17,79,3,68,83
2CRMHMU84,6,46,8,42,37
1CRRJKO05,10,58,3,101,54
1FDBOM206,11,34,30,51,21
1FDJAI76,3,29,5,18,19
1FDJHU14,3,24,7,67,79
1FDSKN02,4,51,12,31,49
1FNAIZ01,1,18,1,8,8
1FNAZM07,4,33,3,31,45
1FNBIK42,2,7,3,8,6
1FNJDP55,2,10,0,17,12
1FNKCC06,3,8,1,14,12
1FNKOL102,4,16,15,44,29
1FNMAU07,5,20,7,42,25
1RDNAHM27,13,37,7,12,23
1CRRJGA01,5,42,10,53,63
1FDABN40,1,79,17,62,53
1FDBOM168,8,29,0,0,0
1FNBIK53,7,28,5,20,30
1FNBOM65,7,27,3,28,21
1FNKAN108,11,49,20,9,106
1FNKOL128,7,1,0,0,8
1FNSIK17,8,59,6,36,45
1FNSUL39,7,15,13,70,118
1RDNKOL47,3,14,6,44,25
1CRRJJO07,2,76,13,75,52
1FNBOM78,2,22,15,10,20
1FNFZB32,8,45,20,19,70
1FNJAI111,2,15,6,5,10
1FNRAJ36,3,19,1,7,66
1FNRBL28,10,47,6,29,20
1FWSDR15,6,16,0,20,23
1RDDMUM22,11,34,18,71,98
1RDNJSL01,3,22,2,30,29
1RDWDUN01,8,41,6,67,34
1RDWCSM02,2,10,9,51,18
1CRRJJP04,4,71,13,78,104
1FDKOT27,16,33,3,15,25
1FNCHT03,2,27,5,17,23
1FNJAI112,5,24,7,50,46
1FNKOT17,6,27,10,62,38
1FNPTP39,9,42,15,28,53
1FNVAR45,1,24,1,31,42
1FNVAR72,12,37,10,46,24
1RDDJAI03,4,20,3,18,21
1RDNJAI09,6,24,4,29,35
1RDNMUM84,5,32,2,55,28
1FDBOM361,4,25,13,70,61
1FDJAI129,4,23,4,23,29
1FNAJM70,9,14,4,18,19
1FNBDN26,6,31,9,29,29
1FNBIK14,11,21,15,60,61
1FNJNP12,8,35,4,53,51
1FNKOT42,3,26,3,24,38
1FNKOT37,7,48,14,27,101
1FNNDA05,8,33,11,39,28
1FNUDP38,3,9,2,20,37
1RDDJAI25,8,19,7,36,8
1RDDMUM79,10,18,3,18,20
1RDNALD11,5,34,5,99,65
1RDNKUT01,5,14,5,22,19
1RDWABN01,7,2,21,77,108
1CRGJAH30,3,56,11,61,51
1CRRJJO02,8,36,15,59,52
1CRUPVA11,9,65,8,74,63
1FDBHL34,10,73,15,67,115
1FDBOM337,4,53,11,21,45
1FNABN37,6,21,8,98,21
1FNAZM05,3,14,8,25,21
1FNBOM85,3,18,3,15,16
1FNBOM93,4,33,13,44,41
1FNDUN13,9,34,10,19,20
1FNFTP12,6,54,20,60,33
1FNJAI53,5,20,4,40,18
1FNKOL193,5,30,8,106,25
1FNKRI13,1,18,5,24,24
1FNMAU06,9,15,20,85,35
1FNUDP40,1,35,6,35,24
1RDDMUM87,6,33,8,48,36
1RDNJDP04,4,37,7,70,46
1CRMHMU46,21,63,20,50,26
1DBA07291,3,22,8,34,43
1FDAHM175,9,32,2,52,36
1FDBOM416,2,36,13,15,11
1FNAJM62,1,23,5,18,33
1FNALD36,8,29,3,66,31
1FNBND06,8,19,7,27,36
1FNBOM64,16,29,10,22,31
1FNCHT13,2,34,6,15,43
1FNGGN21,5,49,8,31,17
1FNJUN03,1,19,6,4,13
1FNKHD37,8,18,0,17,17
1FNKRI09,1,81,36,34,26
1FNNGU04,3,33,1,36,85
1RDDMUM11,9,24,10,31,39
1RDNAHM07,4,10,1,3,24
1RDNBOM10,7,26,7,51,39
1RDWAHM52,7,42,5,61,51
1CRMHMU03,18,117,23,94,52
1CRMHMU20,12,60,22,155,262
1CRRJNG02,5,39,10,99,70
1FDBOM377,7,1,0,0,0
1FNAJM71,4,16,7,15,11
1FNANA03,6,29,9,12,29
1FNJDP38,1,37,3,8,30
1FNMIR16,2,10,1,32,20
1FNPTP44,1,35,8,90,51
1FNRAJ56,2,11,1,8,7
1RDDMUM37,9,41,22,52,65
1CRMHTH07,7,63,16,80,74
1CRRJTK02,5,61,18,130,135
1FNALD77,1,10,6,18,13
1FNANA39,6,26,8,0,0
1FNBOM79,6,21,2,36,29
1FNBRM03,5,60,9,27,61
1FNCHT08,3,11,7,12,12
1FNCTR03,9,23,6,42,25
1FNGKP05,2,22,16,19,19
1FNJLN04,9,21,8,9,14
1FNKRI06,8,13,5,17,22
1FNLUC119,3,47,7,39,36
1FNUDP58,4,11,2,6,11
1RDNDAU01,4,25,2,18,35
1FNALD129,5,49,19,65,36
1FNFTP33,6,23,11,36,35
1FNJAI52,5,30,9,36,25
1FNPTP38,4,32,5,15,12
1CRUPKN16,4,30,7,75,77
1FNALD84,3,30,5,18,22
1FNJHT02,5,24,6,8,12
1FNJUN21,3,16,0,17,24
1FNKSH28,2,32,7,15,32
1FNSUL10,8,33,16,67,70
1FNSUL28,10,72,20,70,36
1FNUDP56,5,15,8,30,15
1RDDMUM42,2,18,10,60,57
1RDNKOL36,6,18,2,25,26
1CRMHMU509,16,38,11,63,76
1FDBOM213,7,34,9,46,27
1FDJDP43,7,37,14,27,37
1FNBOM76,4,42,13,70,143
1FNKOL212,1,9,1,39,8
1FNKOL213,1,14,2,36,2
1FNKOT51,10,36,9,57,54
1FNPTP11,8,50,13,50,42
1FNSDR11,7,37,2,20,22
1FNVAR44,1,27,13,22,23
1RDNAJM09,14,28,3,39,43
1RDNJHT01,10,16,1,26,25
1RDNJMG10,5,33,2,20,25
1RDWFZB10,14,67,15,56,78
2CRMHMU515,1,38,5,67,60
2CRRJDP02,6,30,7,113,114
1CRMHMU32,12,52,6,37,48
1CRMHTH25,8,78,9,50,60
1CRRJBK501,6,19,2,6,29
1CRRJBP02,2,50,6,37,66
1FDDUN28,15,60,39,92,81
1FDKAN161,3,68,16,120,119
1FNALD108,4,23,12,67,22
1FNBHL43,4,19,3,15,24
1FNBNK02,1,15,5,0,14
1FNBOM117,8,18,1,20,35
1FNFTP35,3,37,1,16,20
1FNFTP08,3,59,22,81,94
1FNHAO06,2,22,1,9,12
1FNKMR09,3,14,6,12,25
1FNRGH03,11,41,10,51,21
1RDDMUM70,7,28,25,45,41
1CRGJAN12,2,27,3,63,109
1CRHMHMU03,18,80,17,283,378
1CRRJAL03,6,72,13,60,64
1CRRJDA04,3,39,12,78,34
1CRRJJO04,7,41,6,51,60
1FDBHL40,4,16,0,0,32
1FDKOT28,8,51,13,26,26
1FNDUN14,14,34,9,39,32
1FNJHU02,3,9,2,18,24
1FNPNN01,4,21,7,3,27
1FNRBL38,4,31,2,30,70
1RDNAJM05,6,44,11,13,21
1CRMHMU15,2,66,17,62,21
1FNDIM02,2,41,9,66,4
1FNJUN18,3,17,9,6,17
1FNKAN103,9,43,8,57,42
1FNKAN69,6,51,9,27,53
1FNLUC70,4,34,7,22,24
1FNRAJ50,3,24,11,44,35
1FNUDP61,6,24,9,15,36
2CRMHMU82,2,54,9,70,0
1CRMHMU61,9,52,6,32,37
1CRMHMU67,9,82,6,42,73
1CRUPLK05,8,105,9,52,77
1FNAJM63,2,32,2,29,39
1FNBHL05,6,183,5,34,59
1FNCND07,5,36,16,45,49
1FNHAI01,4,28,1,5,14
1FNKOT55,14,35,0,5,36
1FNMDP06,1,81,12,21,26
1FNPSS08,10,20,1,16,26
1FNRAJ64,5,18,7,19,26
1RDDLUC08,13,178,0,0,0
1RDDLUC33,14,98,13,125,148
1CRMHTH04,7,58,13,125,158
1CRWBPS01,5,19,4,37,41
1FDJDP22,21,63,5,34,37
1FNALD131,10,42,3,63,73
1FNBHR06,5,26,8,19,32
1FNBNW15,4,17,7,11,30
1FNGZP07,2,42,9,54,48
1FNJDP64,8,19,10,30,17
1FNKRI04,4,23,12,44,44
1FNRAJ43,1,5,3,11,13
1FNTIN01,17,25,0,0,0
1CRRJDA03,1,39,5,59,37
1CRRJUD05,3,58,15,73,105
1FNALD51,4,36,6,20,41
1FNBHL21,13,22,7,67,52
1FNKOT57,10,21,3,30,26
1FNSUL27,4,31,12,27,30
1RDWFZB04,10,49,5,66,67
1CRMHMU68,8,40,5,46,52
1CRRJAJ01,9,47,1,54,88
1CRRJAL04,2,51,6,36,76
1FDAJM27,9,118,45,143,61
1FDCHT16,4,14,2,39,26
1FDJAI82,4,22,9,30,27
1FDJSL06,6,30,5,53,100
1FNALD113,4,21,7,45,35
1FNALD35,2,21,3,64,16
1FNBOM77,6,16,6,37,29
1FNHOG05,8,30,9,23,25
1FNNDA03,1,20,1,14,0
1RDNAJM04,7,49,16,75,37
1CRHMHMU01,15,42,14,62,101
1CRRJJP30,5,77,26,132,60
1CRRJJP502,4,64,10,81,62
1FDBOM153,12,30,15,51,75
1FNALD121,10,26,8,66,47
1FNJAI51,5,22,6,39,27
1FNJUN05,3,13,10,12,13
1FNKCC08,7,26,4,41,24
1FNKSH14,1,46,7,31,40
1FNRSM13,9,68,7,23,33
1FNBRM06,4,48,1,20,22
1FNDAR01,2,14,4,21,9
1RDNALD12,4,12,10,53,14
1FDBOM156,5,20,8,22,115
1FDKOL183,13,35,12,51,57
1FNALD105,3,22,3,28,50
1FNALD69,3,30,6,42,24
1FNBOM90,3,26,3,33,30
1FNKSH20,8,25,9,26,26
1RDDMUM48,4,29,6,41,26
1CRRJCH01,13,37,7,55,55
1FNANA68,6,22,11,34,23
1RDWAJM15,5,47,17,51,62
1CRGJMS02,10,38,2,42,35
1FNBBN09,2,27,10,23,21
1FNKAN74,10,81,8,61,48
1FNLUC114,5,43,0,34,16
1FNRAJ31,1,7,2,12,12
1FNRBL46,6,20,7,23,46
1RDWCSM01,1,35,4,56,74
1RDWLUC40,1,38,2,48,40
1FDBOM276,2,41,16,107,55
1FNANA40,6,18,13,47,23
1FNGND02,3,33,5,33,42
1FNJDP22,7,20,6,26,43
1FNKAN127,4,25,6,24,29
1FNKAN93,4,19,6,40,32
1FDBOM214,5,47,8,48,42
1FNJNP09,8,65,7,50,26
1FNKAN110,4,71,5,55,42
1FNKOL214,5,27,6,23,27
1RDDMUM25,2,23,7,216,141
1RDNPLI01,4,30,11,44,53
1CRMHMU501,9,49,15,51,130
1FNALW06,4,28,9,37,57
1FNBOM83,6,10,11,24,30
1FNDUN25,8,23,9,38,21
1FNJSL02,5,21,5,8,28
1FNLUC103,6,142,20,31,23
1FNPTP18,22,80,6,23,29
1FNSUL32,19,68,13,36,45
1VD716101,2,13,3,6,7
1FDBHL39,5,41,11,0,0
1FDBOM401,8,30,23,41,33
1FNJDP19,2,7,4,9,11
1FNMOK01,14,57,11,8,13
1RDNTRP01,4,19,2,8,13
1FNMEH47,1,10,6,14,6
1RDWUDP17,5,45,12,47,64
1CRUPKN17,13,46,8,20,9
1CRUPVA10,13,132,14,73,104
1FDBOM236,3,6,0,19,6
1FDCHT17,5,34,3,72,39
1RDWBOM48,3,53,8,62,93
3CRGJKA01,7,56,13,111,46
1CRGJAH23,3,50,7,89,19
1CRMHMU77,12,69,22,74,100
1FNMRD14,2,20,10,11,17
1FNRBL12,9,24,7,36,48
1FNSHL06,1,9,3,18,31
1RDWBOM25,8,40,0,61,64
1FDCAC04,5,43,8,51,85
1FNDUN09,2,28,1,4,59
1FNGZP04,5,98,19,146,101
1FNRBL13,4,47,14,62,75
1RDDALD03,5,35,11,106,145
1RDDMUM26,8,67,9,91,92
1CRGJRJ17,4,31,7,43,26
1CRMHTH05,18,58,8,105,106
1CRRJBL02,2,43,9,70,108
1FNGGN10,3,16,0,19,32
1FNMEH43,2,34,12,35,31
1RDWBOM51,7,63,17,79,79
1CRMHMU34,3,32,2,26,78
1FNMAU02,7,36,16,56,11
2CRMHMU40,18,55,12,73,75
1FDKMR11,2,55,8,25,50
1FDKOL168,3,67,7,64,39
1FNDUN20,13,43,14,62,68
1FNJAI58,4,9,3,11,7
1FNVAR86,4,47,8,22,43
1RDNCHT01,5,30,8,57,79
1FNALD33,5,5,0,25,32
1FNAHM113,1,31,0,5,18
1RDNAHM11,1,8,4,22,20
1FDBOM191,2,11,5,41,56
1FNAZM04,4,65,11,28,39
1FNBRM10,5,34,7,44,65
1FNCHT20,4,28,13,23,59
1FNIMP03,5,37,9,70,23
1CRASEI01,1,47,3,89,64
1FNTNK10,5,14,4,52,0
1FWTNA05,14,38,7,48,110
1RDNJAI08,4,19,7,35,43
1FNHAJ01,2,77,17,21,27
1FNALD73,3,27,11,32,31
1FNGKP09,8,20,5,35,19
1RDWKAN28,9,67,9,144,94
1FDDDW01,1,28,3,62,29
1FNAHM163,9,17,4,26,25
1FNAMT12,6,35,12,51,46
1FNMRD16,10,70,11,30,48
1FNAHM135,1,31,4,30,20
1CRUPFZ03,3,62,7,54,97
1FNAHM129,11,21,3,28,27
1FNDAK07,7,16,1,8,7
1FDBOM392,3,8,0,8,10
1FDSBS02,4,31,3,20,25
1FNJAI117,2,33,18,3,3
1RDWBOM30,4,64,22,96,107
1FNSMD18,2,11,3,13,12
1VD717601,4,38,10,51,64
1FDTNK23,3,41,15,25,38
1FNBDN16,7,29,8,25,21
1RDWRVN02,3,48,12,46,97
1FNVAR53,1,32,6,28,21
1FNKHD42,1,21,6,16,32
1FNAJM64,1,7,2,12,16
1FNKCC21,5,37,16,49,33
1FNMDP03,5,21,0,7,8
1FNUNO09,3,34,2,9,33
1FWKOL229,7,55,8,26,46
1FWMEH51,2,17,3,20,21
1CRRJPA02,2,39,5,35,56
1DBA02691,6,30,5,22,50
1FDBOM385,23,184,45,35,0
1FDKOL123,5,35,9,37,26
1FNAHM159,3,9,3,23,19
1FNAHM80,3,59,6,19,17
1FNALD68,3,24,2,38,11
1FNBBN05,5,11,1,28,56
1FNJUN20,2,19,3,23,10
1FNKMR08,3,18,1,30,28
1FNMRD11,4,7,2,7,6
1FWKOL232,7,34,5,22,0
1RDDLUC25,2,40,9,58,42
1RDNBOM08,3,28,11,57,51
1RDNKOL03,3,30,10,29,46
1RDWAHM58,7,47,6,38,33
1RDWBOM17,3,46,11,62,75
1FDBOM106,10,82,29,104,109
1FDBOM358,3,49,13,56,35
1FNALD127,2,18,12,23,23
1FNALD63,6,37,6,34,63
1FNCHT11,2,19,10,45,40
1FNJAI45,2,30,4,17,43
1FNKSH07,3,30,3,35,24
1FNSUL20,5,37,2,36,35
1FNSVR03,2,12,4,21,27
1RDNBIK01,8,39,9,60,24
1RDWALD16,10,67,14,52,8
1RDWSBS01,2,30,4,53,64
1FDESK01,2,11,2,2,7
1FDRGD40,10,69,13,50,51
1FNALD95,7,69,17,40,13
1FNDAU14,7,29,7,11,10
1FNDIH01,3,11,3,12,22
1FNJAI64,2,20,15,644,223
1FNPTP13,6,18,8,19,20
1FNPUM03,5,4,12,30,35
1FNVAR82,4,20,11,64,20
1RDDMUM17,4,31,11,58,94
1RDNKAN21,3,46,10,24,16
1CRGJSN04,3,67,12,47,48
1CRHUPRA01,4,39,16,48,41
1CRMHTH23,15,110,10,73,82
1FNAHM126,5,14,5,22,21
1FNAHM73,6,29,1,37,49
1FNAMT01,3,27,6,31,35
1FNDUN06,4,14,3,4,7
1FNVAR38,7,51,6,24,34
1RDDBAL01,15,67,30,105,104
1CRRJBP03,2,36,10,83,41
1CRRJBU03,4,38,1,32,72
1FNAHM81,1,26,8,20,39
1FNKAN126,2,31,6,23,30
1FNKOL117,9,31,12,32,20
1FNKOT40,10,25,0,0,0
1FNRBL26,18,32,10,93,31
1RDDLUC05,8,93,28,65,51
1RDNAJM01,2,16,10,49,45
1RDWLUC52,3,45,16,58,52
1CRWBKL13,6,37,3,43,18
1FDAJM50,5,37,9,0,0
1FDGGN14,3,17,2,18,31
1FDJAI77,11,28,7,18,32
1FNABN11,7,52,15,35,45
1FNKOH02,4,4,6,6,9
1RDNBOM02,4,25,5,27,34
3CRRJJH08,2,23,6,22,65
1CRUPLK501,4,62,8,41,50
1FDABN38,3,85,21,51,38
1FNALD60,10,18,4,12,0
1FNANA32,7,35,10,31,54
1FNKAN134,2,24,9,33,60
1FNKOL74,2,26,3,35,29
1CRWBKL02,5,66,18,70,67
1FDDAU12,3,32,7,35,97
1FDKOL164,2,20,6,0,0
1FNAHM103,3,0,4,38,28
1FNALD29,3,60,2,17,23
1FNBAL04,4,64,4,54,29
1FNBOM116,7,17,7,31,77
1FNGKP12,1,27,18,62,42
1FNMEH55,3,39,0,3,22
1FNSBK03,10,38,16,47,56
1FNSDR12,3,16,4,8,22
1FNSMD12,2,12,2,11,20
1RDWPTP06,6,37,5,61,82
1FDKOL173,9,39,30,47,20
1FNJAI46,3,27,3,37,18
1FNMEH25,2,10,4,26,12
1RDDAHM46,6,13,8,51,24
1DBA14052,10,26,1,23,40
1FNBRR03,3,27,18,59,23
1FNHAN01,10,28,6,12,37
1FDPSS11,2,45,20,55,47
1FNPTP46,4,34,9,68,44
1FNTNK15,10,94,12,98,138
1RDWLUC45,4,41,15,78,77
1CRUPVA04,2,35,4,57,100
1FNJHU11,10,14,4,27,25
1FNSUL35,4,65,12,33,55
1FNVAR92,6,32,7,29,29
1RDDJAI28,6,16,16,29,44
1RDDMUM86,1,22,10,39,27
1RDNFTP02,5,33,8,53,40
1RDWLUC47,4,31,6,56,61
1FDBOM243,2,26,10,16,32
1FNKOT38,2,12,3,23,13
1FNRBL25,2,57,2,11,15
1RDNJMG09,5,15,3,23,32
1FDRGH08,5,41,8,4,8
1FNALD54,5,11,1,33,26
1FNANA36,2,47,2,56,10
1FNBOM68,3,39,18,23,33
1CRRJSM03,6,46,7,63,49
1FNGDH17,7,8,13,29,42
1CRMHMU39,8,67,19,99,60
1FNBAI01,5,26,5,19,26
1FNJDP29,3,29,7,85,29
1FNMEH54,3,21,5,14,21
1FNSUL45,3,28,16,40,40
1RDNJAI24,5,33,5,34,30
1FNJLR09,3,0,2,9,10
1FWKOL227,8,32,7,28,38
1RDNANA08,2,26,3,35,24
1CRRJAJ09,3,44,2,59,47
1CRRJJP29,4,43,2,39,42
1FNAMR04,2,24,2,21,44
1FNBND12,4,9,7,23,26
1FNKHD40,7,23,9,16,38
1FDNGU12,5,34,13,36,59
1FNKOL161,7,22,3,11,8
1FNKOT08,5,15,9,50,52
1RDNJDP10,6,37,5,31,48
1RDWBOM45,3,24,8,43,67
1FNALD72,5,19,3,8,0
1FNJAI122,5,11,0,26,28
1FNSTP04,8,44,0,27,42
1RDNALD08,3,15,0,7,0
1RDNRAJ10,1,47,3,29,51
1CRRJTK05,4,85,10,119,89
1FDJLR03,6,20,11,50,47
1FNBAL03,10,47,13,58,45
1FNBHA07,2,6,2,8,19
1FNBOM218,10,33,7,22,51
1FNKAN37,5,42,14,88,82
1FNKCC12,3,12,0,0,8
1FNKOT45,3,36,4,19,32
1FNKOT53,4,13,4,58,24
1FNMRD08,2,9,3,13,24
1RDNJAI13,2,41,2,45,43
1CRGJJM05,3,45,1,0,0
